"Customer ID","Purchase Date","Product Category","Product Price","Quantity","Total Purchase Amount","Payment Method","Customer Age","Returns","Customer Name","Age","Gender"
"14162","2021-06-06 23:03:07","Books","371","2","742","Credit Card","34","0","Danielle Davis","34","Male"
"8626","2023-03-08 04:08:12","Clothing","41","3","123","Crypto","22","1","Ralph Flores","22","Male"
"8626","2020-09-08 16:04:23","Clothing","40","1","40","Credit Card","22","1","Ralph Flores","22","Male"
"8626","2022-01-06 08:33:34","Clothing","33","3","99","Credit Card","22","0","Ralph Flores","22","Male"
"8626","2020-11-05 10:42:56","Books","451","4","1804","Crypto","22","0","Ralph Flores","22","Male"
"8626","2023-07-06 10:07:27","Clothing","449","2","898","Crypto","22","0","Ralph Flores","22","Male"
"8626","2020-03-13 04:37:08","Books","498","5","2490","PayPal","22","1","Ralph Flores","22","Male"
"8626","2022-01-10 03:25:55","Clothing","74","3","222","PayPal","22","0","Ralph Flores","22","Male"
"8626","2021-06-02 03:00:03","Electronics","184","1","184","PayPal","22","1","Ralph Flores","22","Male"
"28501","2023-07-28 03:19:05","Clothing","209","3","627","Credit Card","35","1","Erin Campbell","35","Male"
"28501","2020-11-12 19:40:20","Home","126","4","504","PayPal","35","0","Erin Campbell","35","Male"
"28501","2022-05-21 04:15:25","Books","164","4","656","Cash","35","0","Erin Campbell","35","Male"
"28501","2020-04-28 13:26:47","Books","301","4","1204","PayPal","35","1","Erin Campbell","35","Male"
"28501","2021-02-02 06:31:22","Clothing","291","2","582","Cash","35","0","Erin Campbell","35","Male"
"28501","2020-07-12 14:14:25","Books","224","1","224","Crypto","35","0","Erin Campbell","35","Male"
"29635","2023-03-08 18:12:00","Clothing","477","3","1431","PayPal","30","1","Brandon Parrish","30","Male"
"29635","2021-04-11 20:27:42","Books","318","2","636","Cash","30","1","Brandon Parrish","30","Male"
"29635","2021-03-22 20:41:41","Clothing","248","4","992","Cash","30","1","Brandon Parrish","30","Male"
"29635","2020-12-31 19:35:54","Clothing","414","4","1656","Credit Card","30","1","Brandon Parrish","30","Male"
"23422","2022-07-29 01:41:19","Home","382","4","1528","Credit Card","36","1","Matthew Brooks","36","Male"
"23422","2023-06-18 07:43:39","Books","348","3","1044","PayPal","36","0","Matthew Brooks","36","Male"
"23422","2022-02-04 11:08:53","Clothing","303","4","1212","Cash","36","1","Matthew Brooks","36","Male"
"23422","2020-11-17 05:05:58","Books","83","1","83","Credit Card","36","0","Matthew Brooks","36","Male"
"23422","2020-10-15 07:43:54","Electronics","298","1","298","Credit Card","36","1","Matthew Brooks","36","Male"
"23422","2021-01-05 01:54:10","Home","211","1","211","PayPal","36","0","Matthew Brooks","36","Male"
"23422","2023-02-10 17:48:12","Home","433","1","433","PayPal","36","0","Matthew Brooks","36","Male"
"23422","2021-04-12 05:22:02","Books","218","1","218","Crypto","36","0","Matthew Brooks","36","Male"
"23422","2021-03-18 12:39:31","Books","483","3","1449","Cash","36","0","Matthew Brooks","36","Male"
"46076","2023-07-23 17:17:29","Clothing","131","1","131","PayPal","38","0","Thomas Green","38","Male"
"46076","2020-05-30 15:01:32","Clothing","101","1","101","Credit Card","38","1","Thomas Green","38","Male"
"46076","2022-03-17 13:57:57","Clothing","311","2","622","Credit Card","38","0","Thomas Green","38","Male"
"46076","2022-03-12 08:25:29","Home","110","2","220","Cash","38","0","Thomas Green","38","Male"
"46076","2022-08-02 20:11:00","Books","216","2","432","Credit Card","38","1","Thomas Green","38","Male"
"46076","2020-10-21 10:21:25","Clothing","226","5","1130","Credit Card","38","0","Thomas Green","38","Male"
"46076","2020-07-19 21:05:31","Electronics","313","3","939","Credit Card","38","0","Thomas Green","38","Male"
"13989","2020-07-31 13:26:50","Electronics","27","4","108","PayPal","27","0","William Valdez","27","Female"
"13989","2022-10-07 00:11:08","Electronics","303","3","909","Credit Card","27","0","William Valdez","27","Female"
"13989","2022-02-01 04:20:14","Home","15","2","30","PayPal","27","1","William Valdez","27","Female"
"13989","2020-07-10 19:04:20","Books","354","5","1770","Cash","27","1","William Valdez","27","Female"
"13989","2020-08-26 10:01:11","Electronics","412","5","2060","Crypto","27","0","William Valdez","27","Female"
"32384","2020-12-05 23:50:10","Home","372","4","1488","Credit Card","66","1","Kristin Harper","66","Female"
"32384","2020-12-21 08:09:42","Clothing","143","2","286","Credit Card","66","1","Kristin Harper","66","Female"
"32384","2022-10-25 18:48:51","Clothing","436","4","1744","Credit Card","66","1","Kristin Harper","66","Female"
"32384","2022-03-22 21:13:21","Clothing","319","2","638","PayPal","66","0","Kristin Harper","66","Female"
"32384","2022-09-03 00:09:56","Books","229","2","458","Credit Card","66","0","Kristin Harper","66","Female"
"32384","2020-05-30 07:49:53","Books","172","2","344","Cash","66","0","Kristin Harper","66","Female"
"32384","2023-03-17 02:23:24","Clothing","401","3","1203","PayPal","66","0","Kristin Harper","66","Female"
"32384","2022-10-18 16:52:24","Home","94","1","94","PayPal","66","0","Kristin Harper","66","Female"
"37881","2022-10-18 05:57:39","Home","21","5","105","PayPal","52","0","Martin Mason MD","52","Male"
"37881","2020-01-25 11:08:50","Electronics","460","2","920","Crypto","52","0","Martin Mason MD","52","Male"
"37881","2023-04-28 00:32:30","Books","200","4","800","Cash","52","1","Martin Mason MD","52","Male"
"37881","2020-08-18 20:43:55","Clothing","149","1","149","Credit Card","52","1","Martin Mason MD","52","Male"
"37881","2023-06-01 19:31:58","Home","43","3","129","Credit Card","52","1","Martin Mason MD","52","Male"
"27922","2023-08-22 07:15:53","Books","278","5","1390","Credit Card","47","1","Martin Roy","47","Male"
"27922","2022-05-26 01:30:01","Electronics","67","5","335","PayPal","47","0","Martin Roy","47","Male"
"27922","2021-02-05 09:34:50","Home","53","1","53","Cash","47","1","Martin Roy","47","Male"
"27922","2021-03-28 02:43:37","Electronics","365","4","1460","Credit Card","47","0","Martin Roy","47","Male"
"27922","2021-01-07 05:54:51","Clothing","389","4","1556","PayPal","47","0","Martin Roy","47","Male"
"27922","2022-10-17 15:47:07","Home","493","3","1479","Credit Card","47","1","Martin Roy","47","Male"
"35410","2021-09-06 01:17:34","Home","255","1","255","PayPal","66","0","Jennifer Henderson","66","Female"
"35410","2020-12-12 08:57:42","Clothing","79","2","158","Credit Card","66","0","Jennifer Henderson","66","Female"
"35410","2022-09-17 03:45:59","Home","458","3","1374","Cash","66","0","Jennifer Henderson","66","Female"
"35410","2022-11-10 13:15:10","Books","445","4","1780","Credit Card","66","1","Jennifer Henderson","66","Female"
"35410","2021-06-16 20:44:46","Clothing","108","3","324","Cash","66","1","Jennifer Henderson","66","Female"
"35410","2022-12-18 03:51:54","Home","164","2","328","Crypto","66","1","Jennifer Henderson","66","Female"
"35410","2021-05-09 06:52:57","Home","34","1","34","Cash","66","1","Jennifer Henderson","66","Female"
"35410","2021-03-05 11:05:11","Books","162","4","648","PayPal","66","1","Jennifer Henderson","66","Female"
"14237","2022-10-26 22:29:46","Books","226","4","904","PayPal","21","0","Yvette Rivas","21","Female"
"14237","2021-08-10 09:27:23","Books","477","2","954","Credit Card","21","0","Yvette Rivas","21","Female"
"14237","2021-05-18 13:56:28","Electronics","114","2","228","Credit Card","21","1","Yvette Rivas","21","Female"
"14237","2023-08-18 07:57:45","Books","11","3","33","Credit Card","21","1","Yvette Rivas","21","Female"
"14237","2020-09-10 03:23:12","Home","415","1","415","PayPal","21","1","Yvette Rivas","21","Female"
"14237","2020-01-10 08:58:08","Clothing","253","3","759","PayPal","21","1","Yvette Rivas","21","Female"
"14237","2023-08-09 04:52:22","Books","117","2","234","Cash","21","1","Yvette Rivas","21","Female"
"14237","2020-06-14 08:42:55","Books","144","1","144","Credit Card","21","0","Yvette Rivas","21","Female"
"14237","2021-06-17 01:05:50","Clothing","65","4","260","PayPal","21","1","Yvette Rivas","21","Female"
"40321","2022-02-08 11:07:08","Books","81","3","243","Credit Card","22","1","Megan Wong","22","Female"
"40321","2023-07-08 00:00:47","Books","143","2","286","PayPal","22","1","Megan Wong","22","Female"
"40321","2023-05-22 16:01:27","Home","56","4","224","Credit Card","22","0","Megan Wong","22","Female"
"40321","2023-07-25 01:32:26","Electronics","230","4","920","PayPal","22","1","Megan Wong","22","Female"
"40321","2022-04-15 18:47:36","Electronics","149","5","745","Credit Card","22","0","Megan Wong","22","Female"
"35059","2023-01-06 01:41:44","Books","42","5","210","Crypto","66","1","Timothy Osborne","66","Male"
"35059","2020-02-01 02:00:31","Electronics","349","1","349","Credit Card","66","0","Timothy Osborne","66","Male"
"35059","2020-04-20 12:48:33","Books","381","5","1905","Credit Card","66","1","Timothy Osborne","66","Male"
"35059","2021-03-30 15:33:44","Clothing","79","5","395","PayPal","66","1","Timothy Osborne","66","Male"
"35059","2022-09-07 03:10:26","Clothing","58","1","58","Cash","66","0","Timothy Osborne","66","Male"
"10461","2022-11-29 11:51:14","Home","62","1","62","Credit Card","59","0","David Morris","59","Male"
"10461","2020-02-02 17:46:04","Clothing","427","1","427","Credit Card","59","1","David Morris","59","Male"
"10461","2023-08-16 01:29:36","Clothing","82","5","410","PayPal","59","0","David Morris","59","Male"
"10461","2022-03-12 00:28:44","Books","37","3","111","PayPal","59","1","David Morris","59","Male"
"10461","2021-04-09 04:51:27","Clothing","319","1","319","Credit Card","59","1","David Morris","59","Male"
"10461","2022-06-23 11:09:28","Home","51","4","204","Credit Card","59","0","David Morris","59","Male"
"10461","2022-07-15 08:21:08","Electronics","168","5","840","Credit Card","59","1","David Morris","59","Male"
"10461","2022-11-12 16:29:23","Books","289","3","867","Cash","59","0","David Morris","59","Male"
"24866","2023-03-07 13:36:01","Home","235","2","470","Credit Card","40","0","Pamela Carter","40","Female"
"24866","2020-08-21 14:33:39","Books","46","4","184","Credit Card","40","0","Pamela Carter","40","Female"
"24866","2020-07-29 11:57:45","Home","42","2","84","Credit Card","40","1","Pamela Carter","40","Female"
"24866","2022-12-13 14:39:17","Books","144","4","576","Cash","40","0","Pamela Carter","40","Female"
"24866","2023-05-05 05:14:23","Home","493","1","493","Credit Card","40","0","Pamela Carter","40","Female"
"2864","2022-08-07 01:16:43","Clothing","66","3","198","Cash","40","0","Alvin Hardin","40","Male"
"2864","2020-11-05 12:23:41","Clothing","492","1","492","Credit Card","40","0","Alvin Hardin","40","Male"
"2864","2023-04-22 10:07:42","Clothing","457","5","2285","PayPal","40","0","Alvin Hardin","40","Male"
"2864","2020-03-17 15:33:07","Home","272","2","544","PayPal","40","0","Alvin Hardin","40","Male"
"48598","2020-01-29 20:24:51","Books","383","3","1149","Cash","48","0","Brittany Ramirez","48","Female"
"48598","2022-02-16 08:50:29","Home","282","2","564","Credit Card","48","1","Brittany Ramirez","48","Female"
"48598","2021-09-04 11:28:07","Books","246","1","246","PayPal","48","0","Brittany Ramirez","48","Female"
"48598","2020-10-08 09:59:01","Books","379","1","379","Crypto","48","0","Brittany Ramirez","48","Female"
"48598","2022-07-06 23:28:01","Books","307","4","1228","Credit Card","48","1","Brittany Ramirez","48","Female"
"48598","2020-09-14 03:27:44","Clothing","51","5","255","PayPal","48","0","Brittany Ramirez","48","Female"
"48598","2021-08-26 18:35:42","Books","54","4","216","PayPal","48","1","Brittany Ramirez","48","Female"
"30041","2020-07-09 21:31:14","Books","180","4","720","PayPal","36","0","Sean Payne","36","Male"
"30041","2022-07-21 09:11:28","Home","347","5","1735","Credit Card","36","0","Sean Payne","36","Male"
"30041","2022-11-18 19:15:07","Electronics","444","1","444","Cash","36","0","Sean Payne","36","Male"
"30041","2021-10-29 13:23:40","Electronics","483","3","1449","Cash","36","1","Sean Payne","36","Male"
"18890","2023-08-02 07:55:42","Home","322","1","322","Credit Card","53","0","Jonathan Burgess","53","Male"
"18890","2022-06-17 13:45:04","Clothing","348","2","696","Credit Card","53","1","Jonathan Burgess","53","Male"
"18890","2021-03-02 23:39:48","Clothing","149","5","745","Credit Card","53","0","Jonathan Burgess","53","Male"
"18890","2020-12-09 02:43:26","Electronics","424","5","2120","Cash","53","0","Jonathan Burgess","53","Male"
"18890","2021-04-25 09:44:48","Books","249","1","249","Credit Card","53","1","Jonathan Burgess","53","Male"
"25798","2020-08-06 11:32:07","Electronics","83","5","415","Cash","70","0","Yvette Garrison","70","Female"
"25798","2022-02-12 20:05:11","Books","361","3","1083","Credit Card","70","0","Yvette Garrison","70","Female"
"25798","2023-03-02 04:58:30","Clothing","491","2","982","Credit Card","70","1","Yvette Garrison","70","Female"
"25798","2020-10-27 08:48:33","Clothing","17","3","51","PayPal","70","1","Yvette Garrison","70","Female"
"25798","2022-12-26 07:41:22","Books","22","3","66","PayPal","70","0","Yvette Garrison","70","Female"
"25798","2020-10-08 01:46:40","Electronics","119","4","476","PayPal","70","1","Yvette Garrison","70","Female"
"25798","2020-05-20 06:16:22","Clothing","315","1","315","Cash","70","1","Yvette Garrison","70","Female"
"25798","2020-04-04 02:05:22","Home","300","5","1500","Crypto","70","1","Yvette Garrison","70","Female"
"19511","2022-06-04 12:54:52","Books","259","5","1295","Cash","39","0","Jennifer Schroeder","39","Female"
