Customer ID,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Customer Age,Returns,Customer Name,Age,Gender,Churn
18196,2023-06-12 22:25:23,Home,182,5,936,PayPal,37,0.0,Stacy Rowland,37,Male,0
18196,2022-03-05 10:44:44,Electronics,243,2,3453,Credit Card,37,1.0,Stacy Rowland,37,Male,0
18196,2020-09-02 10:47:52,Books,185,4,3206,Credit Card,37,1.0,Stacy Rowland,37,Male,0
18196,2023-05-24 21:33:56,Books,354,5,1366,Crypto,37,1.0,Stacy Rowland,37,Male,0
18196,2023-07-10 15:42:19,Clothing,460,1,312,Credit Card,37,,Stacy Rowland,37,Male,0
14162,2020-04-08 13:24:47,Home,81,3,1761,Cash,34,1.0,Danielle Davis,34,Male,0
14162,2020-12-13 16:16:19,Electronics,266,4,3875,Credit Card,34,1.0,Danielle Davis,34,Male,0
14162,2023-02-03 23:53:45,Electronics,262,3,3768,Credit Card,34,0.0,Danielle Davis,34,Male,0
14162,2022-06-14 06:18:55,Electronics,401,3,3669,Credit Card,34,,Danielle Davis,34,Male,0
14162,2020-03-24 12:14:01,Books,489,4,2681,PayPal,34,0.0,Danielle Davis,34,Male,0
14162,2021-06-06 23:03:07,Books,371,2,2574,Credit Card,34,0.0,Danielle Davis,34,Male,0
8626,2023-03-08 04:08:12,Clothing,41,3,4198,Crypto,22,1.0,Ralph Flores,22,Male,0
8626,2020-09-08 16:04:23,Clothing,40,1,372,Credit Card,22,1.0,Ralph Flores,22,Male,0
8626,2022-01-06 08:33:34,Clothing,33,3,2800,Credit Card,22,0.0,Ralph Flores,22,Male,0
8626,2020-11-05 10:42:56,Books,451,4,3949,Crypto,22,,Ralph Flores,22,Male,0
8626,2023-07-06 10:07:27,Clothing,449,2,3482,Crypto,22,0.0,Ralph Flores,22,Male,0
8626,2020-03-13 04:37:08,Books,498,5,367,PayPal,22,1.0,Ralph Flores,22,Male,0
8626,2022-01-10 03:25:55,Clothing,74,3,4807,PayPal,22,0.0,Ralph Flores,22,Male,0
8626,2021-06-02 03:00:03,Electronics,184,1,4651,PayPal,22,1.0,Ralph Flores,22,Male,0
28501,2023-07-28 03:19:05,Clothing,209,3,572,Credit Card,35,1.0,Erin Campbell,35,Male,0
28501,2020-11-12 19:40:20,Home,126,4,3953,PayPal,35,0.0,Erin Campbell,35,Male,0
28501,2022-05-21 04:15:25,Books,164,4,2301,Cash,35,0.0,Erin Campbell,35,Male,0
28501,2020-04-28 13:26:47,Books,301,4,4846,PayPal,35,1.0,Erin Campbell,35,Male,0
28501,2021-02-02 06:31:22,Clothing,291,2,2721,Cash,35,0.0,Erin Campbell,35,Male,0
28501,2020-07-12 14:14:25,Books,224,1,2688,Crypto,35,0.0,Erin Campbell,35,Male,0
29635,2023-03-08 18:12:00,Clothing,477,3,3859,PayPal,30,1.0,Brandon Parrish,30,Male,0
29635,2021-04-11 20:27:42,Books,318,2,2906,Cash,30,1.0,Brandon Parrish,30,Male,0
29635,2021-03-22 20:41:41,Clothing,248,4,647,Cash,30,1.0,Brandon Parrish,30,Male,0
29635,2020-12-31 19:35:54,Clothing,414,4,2622,Credit Card,30,1.0,Brandon Parrish,30,Male,0
23422,2022-07-29 01:41:19,Home,382,4,4583,Credit Card,36,1.0,Matthew Brooks,36,Male,0
23422,2023-06-18 07:43:39,Books,348,3,982,PayPal,36,0.0,Matthew Brooks,36,Male,0
23422,2022-02-04 11:08:53,Clothing,303,4,4766,Cash,36,1.0,Matthew Brooks,36,Male,0
23422,2020-11-17 05:05:58,Books,83,1,1420,Credit Card,36,0.0,Matthew Brooks,36,Male,0
23422,2020-10-15 07:43:54,Electronics,298,1,3470,Credit Card,36,1.0,Matthew Brooks,36,Male,0
23422,2021-01-05 01:54:10,Home,211,1,3174,PayPal,36,0.0,Matthew Brooks,36,Male,0
23422,2023-02-10 17:48:12,Home,433,1,4837,PayPal,36,0.0,Matthew Brooks,36,Male,0
23422,2021-04-12 05:22:02,Books,218,1,2466,Crypto,36,,Matthew Brooks,36,Male,0
23422,2021-03-18 12:39:31,Books,483,3,1675,Cash,36,0.0,Matthew Brooks,36,Male,0
46076,2023-07-23 17:17:29,Clothing,131,1,600,PayPal,38,0.0,Thomas Green,38,Male,0
46076,2020-05-30 15:01:32,Clothing,101,1,4148,Credit Card,38,1.0,Thomas Green,38,Male,0
46076,2022-03-17 13:57:57,Clothing,311,2,3159,Credit Card,38,0.0,Thomas Green,38,Male,0
46076,2022-03-12 08:25:29,Home,110,2,1942,Cash,38,,Thomas Green,38,Male,0
46076,2022-08-02 20:11:00,Books,216,2,1842,Credit Card,38,1.0,Thomas Green,38,Male,0
46076,2020-10-21 10:21:25,Clothing,226,5,241,Credit Card,38,0.0,Thomas Green,38,Male,0
46076,2020-07-19 21:05:31,Electronics,313,3,451,Credit Card,38,,Thomas Green,38,Male,0
13989,2020-07-31 13:26:50,Electronics,27,4,2238,PayPal,27,0.0,William Valdez,27,Female,1
13989,2022-10-07 00:11:08,Electronics,303,3,1033,Credit Card,27,,William Valdez,27,Female,1
13989,2022-02-01 04:20:14,Home,15,2,2658,PayPal,27,1.0,William Valdez,27,Female,1
13989,2020-07-10 19:04:20,Books,354,5,520,Cash,27,1.0,William Valdez,27,Female,1
13989,2020-08-26 10:01:11,Electronics,412,5,4277,Crypto,27,0.0,William Valdez,27,Female,1
32384,2020-12-05 23:50:10,Home,372,4,4510,Credit Card,66,1.0,Kristin Harper,66,Female,0
32384,2020-12-21 08:09:42,Clothing,143,2,2415,Credit Card,66,1.0,Kristin Harper,66,Female,0
32384,2022-10-25 18:48:51,Clothing,436,4,4310,Credit Card,66,1.0,Kristin Harper,66,Female,0
32384,2022-03-22 21:13:21,Clothing,319,2,3526,PayPal,66,,Kristin Harper,66,Female,0
32384,2022-09-03 00:09:56,Books,229,2,2866,Credit Card,66,0.0,Kristin Harper,66,Female,0
32384,2020-05-30 07:49:53,Books,172,2,2599,Cash,66,0.0,Kristin Harper,66,Female,0
32384,2023-03-17 02:23:24,Clothing,401,3,2351,PayPal,66,0.0,Kristin Harper,66,Female,0
32384,2022-10-18 16:52:24,Home,94,1,4773,PayPal,66,,Kristin Harper,66,Female,0
37881,2022-10-18 05:57:39,Home,21,5,3890,PayPal,52,0.0,Martin Mason MD,52,Female,0
37881,2020-01-25 11:08:50,Electronics,460,2,1886,Crypto,52,0.0,Martin Mason MD,52,Female,0
37881,2023-04-28 00:32:30,Books,200,4,749,Cash,52,1.0,Martin Mason MD,52,Female,0
37881,2020-08-18 20:43:55,Clothing,149,1,1005,Credit Card,52,1.0,Martin Mason MD,52,Female,0
37881,2023-06-01 19:31:58,Home,43,3,2906,Credit Card,52,1.0,Martin Mason MD,52,Female,0
27922,2023-08-22 07:15:53,Books,278,5,443,Credit Card,47,1.0,Martin Roy,47,Male,0
27922,2022-05-26 01:30:01,Electronics,67,5,477,PayPal,47,0.0,Martin Roy,47,Male,0
27922,2021-02-05 09:34:50,Home,53,1,2614,Cash,47,1.0,Martin Roy,47,Male,0
27922,2021-03-28 02:43:37,Electronics,365,4,460,Credit Card,47,0.0,Martin Roy,47,Male,0
27922,2021-01-07 05:54:51,Clothing,389,4,2339,PayPal,47,0.0,Martin Roy,47,Male,0
27922,2022-10-17 15:47:07,Home,493,3,3187,Credit Card,47,1.0,Martin Roy,47,Male,0
35410,2021-09-06 01:17:34,Home,255,1,5149,PayPal,66,,Jennifer Henderson,66,Male,0
35410,2020-12-12 08:57:42,Clothing,79,2,2863,Credit Card,66,0.0,Jennifer Henderson,66,Male,0
35410,2022-09-17 03:45:59,Home,458,3,713,Cash,66,,Jennifer Henderson,66,Male,0
35410,2022-11-10 13:15:10,Books,445,4,4188,Credit Card,66,1.0,Jennifer Henderson,66,Male,0
35410,2021-06-16 20:44:46,Clothing,108,3,5246,Cash,66,1.0,Jennifer Henderson,66,Male,0
35410,2022-12-18 03:51:54,Home,164,2,3820,Crypto,66,1.0,Jennifer Henderson,66,Male,0
35410,2021-05-09 06:52:57,Home,34,1,2827,Cash,66,1.0,Jennifer Henderson,66,Male,0
35410,2021-03-05 11:05:11,Books,162,4,1545,PayPal,66,1.0,Jennifer Henderson,66,Male,0
14237,2022-10-26 22:29:46,Books,226,4,4110,PayPal,21,0.0,Yvette Rivas,21,Female,0
14237,2021-08-10 09:27:23,Books,477,2,3082,Credit Card,21,0.0,Yvette Rivas,21,Female,0
14237,2021-05-18 13:56:28,Electronics,114,2,4617,Credit Card,21,1.0,Yvette Rivas,21,Female,0
14237,2023-08-18 07:57:45,Books,11,3,2590,Credit Card,21,1.0,Yvette Rivas,21,Female,0
14237,2020-09-10 03:23:12,Home,415,1,3026,PayPal,21,1.0,Yvette Rivas,21,Female,0
14237,2020-01-10 08:58:08,Clothing,253,3,571,PayPal,21,1.0,Yvette Rivas,21,Female,0
14237,2023-08-09 04:52:22,Books,117,2,1893,Cash,21,1.0,Yvette Rivas,21,Female,0
14237,2020-06-14 08:42:55,Books,144,1,4411,Credit Card,21,0.0,Yvette Rivas,21,Female,0
14237,2021-06-17 01:05:50,Clothing,65,4,2872,PayPal,21,1.0,Yvette Rivas,21,Female,0
40321,2022-02-08 11:07:08,Books,81,3,1947,Credit Card,22,1.0,Megan Wong,22,Male,0
40321,2023-07-08 00:00:47,Books,143,2,2631,PayPal,22,1.0,Megan Wong,22,Male,0
40321,2023-05-22 16:01:27,Home,56,4,1901,Credit Card,22,0.0,Megan Wong,22,Male,0
40321,2023-07-25 01:32:26,Electronics,230,4,2645,PayPal,22,1.0,Megan Wong,22,Male,0
40321,2022-04-15 18:47:36,Electronics,149,5,698,Credit Card,22,,Megan Wong,22,Male,0
35059,2023-01-06 01:41:44,Books,42,5,3450,Crypto,66,1.0,Timothy Osborne,66,Male,0
35059,2020-02-01 02:00:31,Electronics,349,1,1847,Credit Card,66,0.0,Timothy Osborne,66,Male,0
35059,2020-04-20 12:48:33,Books,381,5,2120,Credit Card,66,1.0,Timothy Osborne,66,Male,0
35059,2021-03-30 15:33:44,Clothing,79,5,3295,PayPal,66,1.0,Timothy Osborne,66,Male,0
35059,2022-09-07 03:10:26,Clothing,58,1,4919,Cash,66,,Timothy Osborne,66,Male,0
10461,2022-11-29 11:51:14,Home,62,1,4643,Credit Card,59,0.0,David Morris,59,Male,0
10461,2020-02-02 17:46:04,Clothing,427,1,1455,Credit Card,59,1.0,David Morris,59,Male,0
10461,2023-08-16 01:29:36,Clothing,82,5,3487,PayPal,59,0.0,David Morris,59,Male,0
10461,2022-03-12 00:28:44,Books,37,3,4280,PayPal,59,1.0,David Morris,59,Male,0
10461,2021-04-09 04:51:27,Clothing,319,1,3657,Credit Card,59,1.0,David Morris,59,Male,0
10461,2022-06-23 11:09:28,Home,51,4,2456,Credit Card,59,0.0,David Morris,59,Male,0
10461,2022-07-15 08:21:08,Electronics,168,5,1931,Credit Card,59,1.0,David Morris,59,Male,0
10461,2022-11-12 16:29:23,Books,289,3,2507,Cash,59,0.0,David Morris,59,Male,0
24866,2023-03-07 13:36:01,Home,235,2,3264,Credit Card,40,,Pamela Carter,40,Female,0
24866,2020-08-21 14:33:39,Books,46,4,1793,Credit Card,40,0.0,Pamela Carter,40,Female,0
24866,2020-07-29 11:57:45,Home,42,2,959,Credit Card,40,1.0,Pamela Carter,40,Female,0
24866,2022-12-13 14:39:17,Books,144,4,2113,Cash,40,0.0,Pamela Carter,40,Female,0
24866,2023-05-05 05:14:23,Home,493,1,4497,Credit Card,40,0.0,Pamela Carter,40,Female,0
2864,2022-08-07 01:16:43,Clothing,66,3,3063,Cash,40,0.0,Alvin Hardin,40,Female,0
2864,2020-11-05 12:23:41,Clothing,492,1,2660,Credit Card,40,,Alvin Hardin,40,Female,0
2864,2023-04-22 10:07:42,Clothing,457,5,1868,PayPal,40,0.0,Alvin Hardin,40,Female,0
2864,2020-03-17 15:33:07,Home,272,2,1909,PayPal,40,0.0,Alvin Hardin,40,Female,0
48598,2020-01-29 20:24:51,Books,383,3,1748,Cash,48,0.0,Brittany Ramirez,48,Female,0
48598,2022-02-16 08:50:29,Home,282,2,4388,Credit Card,48,1.0,Brittany Ramirez,48,Female,0
48598,2021-09-04 11:28:07,Books,246,1,4205,PayPal,48,,Brittany Ramirez,48,Female,0
48598,2020-10-08 09:59:01,Books,379,1,1770,Crypto,48,,Brittany Ramirez,48,Female,0
48598,2022-07-06 23:28:01,Books,307,4,2135,Credit Card,48,1.0,Brittany Ramirez,48,Female,0
48598,2020-09-14 03:27:44,Clothing,51,5,3623,PayPal,48,0.0,Brittany Ramirez,48,Female,0
48598,2021-08-26 18:35:42,Books,54,4,1009,PayPal,48,1.0,Brittany Ramirez,48,Female,0
30041,2020-07-09 21:31:14,Books,180,4,3882,PayPal,36,0.0,Sean Payne,36,Male,1
30041,2022-07-21 09:11:28,Home,347,5,1731,Credit Card,36,0.0,Sean Payne,36,Male,1
30041,2022-11-18 19:15:07,Electronics,444,1,3709,Cash,36,,Sean Payne,36,Male,1
30041,2021-10-29 13:23:40,Electronics,483,3,494,Cash,36,1.0,Sean Payne,36,Male,1
18890,2023-08-02 07:55:42,Home,322,1,4098,Credit Card,53,0.0,Jonathan Burgess,53,Male,0
18890,2022-06-17 13:45:04,Clothing,348,2,3053,Credit Card,53,1.0,Jonathan Burgess,53,Male,0
18890,2021-03-02 23:39:48,Clothing,149,5,2090,Credit Card,53,,Jonathan Burgess,53,Male,0
18890,2020-12-09 02:43:26,Electronics,424,5,4279,Cash,53,0.0,Jonathan Burgess,53,Male,0
18890,2021-04-25 09:44:48,Books,249,1,3304,Credit Card,53,1.0,Jonathan Burgess,53,Male,0
25798,2020-08-06 11:32:07,Electronics,83,5,3857,Cash,70,,Yvette Garrison,70,Female,1
25798,2022-02-12 20:05:11,Books,361,3,3364,Credit Card,70,,Yvette Garrison,70,Female,1
25798,2023-03-02 04:58:30,Clothing,491,2,5067,Credit Card,70,1.0,Yvette Garrison,70,Female,1
25798,2020-10-27 08:48:33,Clothing,17,3,4404,PayPal,70,1.0,Yvette Garrison,70,Female,1
25798,2022-12-26 07:41:22,Books,22,3,3698,PayPal,70,,Yvette Garrison,70,Female,1
25798,2020-10-08 01:46:40,Electronics,119,4,836,PayPal,70,1.0,Yvette Garrison,70,Female,1
25798,2020-05-20 06:16:22,Clothing,315,1,1830,Cash,70,1.0,Yvette Garrison,70,Female,1
25798,2020-04-04 02:05:22,Home,300,5,3715,Crypto,70,1.0,Yvette Garrison,70,Female,1
19511,2022-06-04 12:54:52,Books,259,5,487,Cash,39,0.0,Jennifer Schroeder,39,Male,1
